molecule_chembl_id,canonical_smiles,standard_type,standard_value,pchembl_value,assay_chembl_id,assay_description,target_chembl_id,target_pref_name,target_organism,standard_units_norm,IC50_nM,pIC50
CHEMBL514330,C=C1[C@@H](C)[C@H]2[C@H](Cc3ccc(O)c(O)c3)NC(=O)[C@]23[C@H](OC(C)=O)/C=C/[C@@H](C)C[C@@H](CO)C/C=C/[C@H]3[C@@H]1O,IC50,50000.0,,CHEMBL1021001,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,50000.0,4.301029995663981
CHEMBL474278,C=C1[C@@H](C)[C@H]2[C@H](Cc3cccc(O)c3)NC(=O)[C@]23[C@H](OC(C)=O)/C=C/[C@@H](C)C[C@@H](CO)C/C=C/[C@H]3[C@@H]1O,IC50,38000.0,4.42,CHEMBL1021001,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,38000.0,4.42021640338319
CHEMBL514773,C=C1[C@@H](C)[C@H]2[C@H](Cc3ccc(O)cc3)NC(=O)[C@]23[C@H](OC(C)=O)/C=C/[C@@H](C)C[C@@H](CO)C/C=C/[C@H]3[C@@H]1O,IC50,35000.0,4.46,CHEMBL1021001,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,35000.0,4.455931955649724
CHEMBL473053,C=C1[C@@H](C)[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]23[C@H](OC(C)=O)/C=C/[C@@H](C)C[C@@H](CO)C/C=C/[C@H]3[C@@H]1O,IC50,22000.0,4.66,CHEMBL1021001,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,22000.0,4.657577319177793
CHEMBL451836,COC(=O)CC[C@]1(COC(C)=O)C2=C(CC[C@H]1C(C)(C)O)[C@]1(C)CC[C@H]([C@H](C)[C@@H](C/C=C(/C)C(=O)O)OC(C)=O)[C@@]1(C)CC2,IC50,9.0,,CHEMBL937811,Inhibition of recombinant HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,ug/mL,14544.091220540133,4.8373134102185755
CHEMBL487868,CC(=O)OC[C@]12CC[C@H](O)C(C)(C)[C@@H]1CCC1=C2CC[C@]2(C)[C@@H]([C@H](C)C(O)C/C=C(/C)CO)CC[C@@]12C,IC50,39.0,,CHEMBL937811,Inhibition of recombinant HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,ug/mL,75469.79950189927,4.122226803782743
CHEMBL502493,CC(=O)O[C@@H]1C[C@H]([C@H](C)[C@H]2CC=C(C)C(=O)O2)[C@@]2(C)CCC3=C(CC[C@]4(O)C(=C3)C=CC(=O)OC4(C)C)[C@]12C,IC50,5.0,,CHEMBL937811,Inhibition of recombinant HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,ug/mL,9281.931235740627,5.032361653332311
CHEMBL487866,CC1=CC[C@H]([C@@H](C)[C@H]2CC[C@@]3(C)C4=C(C=C5C=CC(=O)OC(C)(C)[C@@H]5CC4)CC[C@]23C)OC1=O,IC50,5.0,,CHEMBL937811,Inhibition of recombinant HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,ug/mL,10760.88032609771,4.968152198453307
CHEMBL446772,CC(=O)O[C@@H]1C[C@H]([C@H](C)[C@H]2CC=C(C)C(=O)O2)[C@@]2(C)CCC3=C(CC[C@@H]4C(=C3)C=CC(=O)OC4(C)C)[C@]12C,IC50,8.0,,CHEMBL937811,Inhibition of recombinant HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,ug/mL,15305.67343049884,4.815147557231926
CHEMBL506783,CC(=O)O[C@@H]1C[C@H]([C@H](C)[C@@H]2OC(=O)C(C)=C[C@H]2O)[C@@]2(C)CCC3=C(CC[C@@H]4C(=C3)C=CC(=O)OC4(C)C)[C@]12C,IC50,31.4,,CHEMBL937811,Inhibition of recombinant HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,ug/mL,58290.52816045113,4.234402009595115
CHEMBL503417,COC(=O)CC[C@]1(COC(C)=O)C2=C(CC[C@H]1C(C)(C)O)[C@]1(C)CC[C@H]([C@H](C)[C@H]3CC=C(C)C(=O)O3)[C@@]1(C)CC2,IC50,13.8,,CHEMBL937811,Inhibition of recombinant HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,ug/mL,24697.721366750415,4.607343113278624
CHEMBL296588,CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C,IC50,0.001,,CHEMBL937811,Inhibition of recombinant HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,ug/mL,1.4579299727075505,8.83626333554964
CHEMBL109952,O=C(N[C@H]1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)CC(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,IC50,0.6,9.22,CHEMBL990633,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,0.6,9.221848749616356
CHEMBL1627246,CC(C)(C)NC(=O)[C@H]1CN(Cc2cccnc2)CCN1C[S+](=N)([O-])C[C@H](Cc1ccccc1)C(=O)N[C@@H]1c2ccccc2C[C@@H]1O,IC50,100000.0,4.0,CHEMBL990633,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,100000.0,4.0
CHEMBL1627244,CC(C)(C)NC(=O)[C@H]1CN(Cc2cccnc2)CCN1C[S+]([O-])C[C@H](Cc1ccccc1)C(=O)N[C@@H]1c2ccccc2C[C@@H]1O,IC50,100000.0,4.0,CHEMBL990633,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,100000.0,4.0
CHEMBL5483011,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O,IC50,0.4,9.4,CHEMBL990633,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,0.4,9.397940008672037
CHEMBL498854,CCCC(=O)N[C@@H](CSCCOCCOCCSC[C@H](NC(=O)CCC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,IC50,87000.0,4.06,CHEMBL962765,Inhibition of HIV1 protease by continuous fluorometric assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,87000.0,4.060480747381382
CHEMBL446001,CCCCC(=O)N[C@@H](CSCCOCCOCCSC[C@H](NC(=O)CCCC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,IC50,50000.0,4.3,CHEMBL962765,Inhibition of HIV1 protease by continuous fluorometric assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,50000.0,4.301029995663981
CHEMBL510483,CCCCCC(=O)N[C@@H](CSCCOCCOCCSC[C@H](NC(=O)CCCCC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,IC50,14900.0,4.83,CHEMBL962765,Inhibition of HIV1 protease by continuous fluorometric assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,14900.0,4.826813731587726
CHEMBL504512,CCCCCCC(=O)N[C@@H](CSCCOCCOCCSC[C@H](NC(=O)CCCCCC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,IC50,4000.0,5.4,CHEMBL962765,Inhibition of HIV1 protease by continuous fluorometric assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,4000.0,5.3979400086720375
CHEMBL443471,CC(C)C[C@H](NC(=O)[C@H](CSCCOCCOCCSC[C@H](NC(=O)C1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)NC(=O)C1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,IC50,19500.0,4.71,CHEMBL962765,Inhibition of HIV1 protease by continuous fluorometric assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,19500.0,4.709965388637482
CHEMBL507080,CC(C)C[C@H](NC(=O)[C@H](CSCCOCCOCCSC[C@H](NC(=O)CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)NC(=O)CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,IC50,9500.0,5.02,CHEMBL962765,Inhibition of HIV1 protease by continuous fluorometric assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,9500.0,5.022276394711152
CHEMBL449860,CC(C)C[C@H](NC(=O)[C@H](CSCCOCCOCCSC[C@H](NC(=O)CCC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)NC(=O)CCC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,IC50,2500.0,5.6,CHEMBL962765,Inhibition of HIV1 protease by continuous fluorometric assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,2500.0,5.6020599913279625
CHEMBL466288,CC(C)C[C@H](NC(=O)[C@H](CSCCOCCOCCSC[C@H](NC(=O)Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)NC(=O)Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,IC50,2500.0,5.6,CHEMBL962765,Inhibition of HIV1 protease by continuous fluorometric assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,2500.0,5.6020599913279625
CHEMBL500554,CC(C)C[C@H](NC(=O)[C@H](CSCCOCCOCCSC[C@H](NC(=O)CCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)NC(=O)CCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,IC50,6500.0,5.19,CHEMBL962765,Inhibition of HIV1 protease by continuous fluorometric assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,6500.0,5.187086643357144
CHEMBL478672,CC(C)C[C@H](NC(=O)[C@H](CSCCOCCOCCSC[C@H](NC(=O)COc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)NC(=O)COc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,IC50,2900.0,5.54,CHEMBL962765,Inhibition of HIV1 protease by continuous fluorometric assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,2900.0,5.537602002101044
CHEMBL507784,CCCCCCC(=O)N[C@@H](CSCCOCCOCCSC[C@H](NC(=O)CCCCCC)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(N)=O)[C@H](C)CC)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,IC50,1200.0,5.92,CHEMBL962765,Inhibition of HIV1 protease by continuous fluorometric assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,1200.0,5.920818753952375
CHEMBL508493,CC[C@@H](C)[C@H](NC(=O)[C@H](CSCCOCCOCCSC[C@H](NC(=O)CCCCC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)NC(=O)CCCCC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,IC50,64000.0,4.19,CHEMBL962765,Inhibition of HIV1 protease by continuous fluorometric assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,64000.0,4.1938200260161125
CHEMBL507233,C/C=C(\C)C(=O)O[C@H]1[C@H](OC(C)=O)[C@]2(CO)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,IC50,35000.0,4.46,CHEMBL973768,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,35000.0,4.455931955649724
CHEMBL505939,C/C=C(/C)C(=O)O[C@H]1[C@H](OC(C)=O)[C@]2(CO)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,IC50,50000.0,4.3,CHEMBL973768,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,50000.0,4.301029995663981
CHEMBL296588,CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C,IC50,1500.0,5.82,CHEMBL984782,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,1500.0,5.823908740944319
CHEMBL466684,O=C1N[C@@H](Cc2ccccc2)C([O-])[N+]2(CCCCC2)N1Cc1ccccc1,IC50,37200.0,4.43,CHEMBL1025437,Inhibition of HIV1 protease by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,37200.0,4.429457060118103
CHEMBL466688,CC(C)(C)NC(=O)[C@@H]1CCC[N+]12C([O-])[C@H](Cc1ccccc1)NC(=O)N2Cc1ccccc1,IC50,44500.0,4.35,CHEMBL1025437,Inhibition of HIV1 protease by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,44500.0,4.351639989019068
CHEMBL296588,CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C,IC50,41.0,7.39,CHEMBL1025437,Inhibition of HIV1 protease by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,41.0,7.3872161432802645
CHEMBL541232,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(F)cc1Cl)c1ccc(F)cc1Cl,IC50,395.4,6.4,CHEMBL1061806,Inhibition of HIV1 protease by fluorescence microplate assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,395.4,6.4029633350223465
CHEMBL560343,O=C(CC1CCCCC1)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)CC1CCCCC1,IC50,25000.0,,CHEMBL1061806,Inhibition of HIV1 protease by fluorescence microplate assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,25000.0,4.6020599913279625
CHEMBL564804,COc1ccccc1C(=O)N[C@@H](CC(C)C)[C@@H](O)[C@H](O)[C@H](CC(C)C)NC(=O)c1ccccc1OC,IC50,1313.0,5.88,CHEMBL1061806,Inhibition of HIV1 protease by fluorescence microplate assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,1313.0,5.881735273910521
CHEMBL556236,CC(C)C[C@H](NC(=O)CC1CCCCC1)[C@@H](O)[C@H](O)[C@H](CC(C)C)NC(=O)CC1CCCCC1,IC50,25000.0,,CHEMBL1061806,Inhibition of HIV1 protease by fluorescence microplate assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,25000.0,4.6020599913279625
CHEMBL556509,Cc1ccc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)[C@H](O)[C@H](Cc2ccccc2)NC(=O)C2CCOC2)cn1,IC50,25000.0,,CHEMBL1061806,Inhibition of HIV1 protease by fluorescence microplate assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,25000.0,4.6020599913279625
CHEMBL555902,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(F)cc1Cl)c1ccc2c(c1)OCCO2,IC50,25000.0,,CHEMBL1061806,Inhibition of HIV1 protease by fluorescence microplate assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,25000.0,4.6020599913279625
CHEMBL573822,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@](C)(CC(=O)O)[C@H](C(C)(C)C(=O)O)CC[C@]43C)[C@H]2C1,IC50,3900.0,5.41,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,3900.0,5.4089353929735005
CHEMBL574282,CC(C)(C(=O)O)[C@@H]1CC[C@]2(C)[C@H](C(=O)C=C3[C@H]4C[C@@](C)(C(=O)O)CC[C@]4(C)CC[C@]32C)[C@@]1(C)CC(=O)O,IC50,5700.0,5.24,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,5700.0,5.2441251443275085
CHEMBL575906,CC(C)[C@H](NC(=O)[C@]12CCC(C)(C)C[C@@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,IC50,10600.0,4.97,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,10600.0,4.97469413473523
CHEMBL573101,C=C(C)[C@@H]1CC[C@@]2(C)[C@@H]1[C@@H]1CC[C@@H]3[C@@](C)(CC(=O)O)[C@H](C(C)(C)C(=O)O)CC[C@@]3(C)[C@]1(C)C[C@@H]2O,IC50,10900.0,4.96,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,10900.0,4.962573502059376
CHEMBL575468,CC(C)[C@H](NC(=O)[C@]12CCC(C)(C)C[C@@H]1C1=CC[C@@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,IC50,14600.0,4.84,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,14600.0,4.835647144215563
CHEMBL573333,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@@H](CC[C@@H]4[C@@](C)(CC(=O)O)[C@H](C(C)(C)C(=O)O)CC[C@]43C)[C@H]12,IC50,15700.0,4.8,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,15700.0,4.804100347590766
CHEMBL573823,CC1(C)C(=O)C(O)=C[C@]2(C)[C@H]3C(=O)C[C@@H]4[C@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,IC50,15800.0,4.8,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,15800.0,4.801342913045577
CHEMBL575187,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@](C)(CC(=O)O)[C@H](C(C)(C)C(=O)O)CC[C@]43C)[C@H]12,IC50,17600.0,4.75,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,17600.0,4.7544873321858505
CHEMBL574281,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@@H](CC[C@@H]4[C@@]5(C)C=C(O)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,IC50,18800.0,4.73,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,18800.0,4.72584215073632
CHEMBL573351,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)C=C(O)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]2C1,IC50,19200.0,4.72,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,19200.0,4.716698771296451
CHEMBL575822,COC(=O)[C@@H](NC(=O)[C@]12CCC(C)(C)C[C@@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(C)C,IC50,21300.0,4.67,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,21300.0,4.671620396561262
CHEMBL573350,CC1(C)C(=O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,IC50,23600.0,4.63,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,23600.0,4.627087997029894
CHEMBL576173,C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@@H](CC[C@@H]4[C@@]5(C)C=C(O)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,IC50,24600.0,4.61,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,24600.0,4.609064892896621
CHEMBL575701,COC(=O)[C@@H](NC(=O)[C@]12CCC(C)(C)C[C@@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(C)C,IC50,24600.0,4.61,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,24600.0,4.609064892896621
CHEMBL572885,C[C@@H]1[C@H]2[C@H]3CC[C@@H]4[C@@]5(C)C=C(O)C(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,IC50,25400.0,4.59,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,25400.0,4.5951662833800615
CHEMBL578646,C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@@H](CC[C@@H]4[C@@](C)(CC(=O)O)[C@H](C(C)(C)C(=O)O)CC[C@]43C)[C@H]12,IC50,25400.0,4.59,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,25400.0,4.5951662833800615
CHEMBL574496,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]2C1,IC50,27400.0,4.56,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,27400.0,4.562249437179612
CHEMBL576367,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]2C1,IC50,28600.0,4.54,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,28600.0,4.543633966870957
CHEMBL574497,CC1(C)CC[C@]2(CO)CC[C@]3(C)C(=CC[C@@H]4[C@@](C)(CC(=O)O)[C@H](C(C)(C)C(=O)O)CC[C@]43C)[C@H]2C1,IC50,30400.0,4.52,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,30400.0,4.517126416391246
CHEMBL577582,C=C(C)[C@@H]1CC[C@]2(C=O)CC[C@]3(C)[C@@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,IC50,31900.0,4.5,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,31900.0,4.496209316942819
CHEMBL576006,COC(=O)[C@H](NC(=O)[C@]12CCC(C)(C)C[C@@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(C)C,IC50,32300.0,4.49,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,32300.0,4.490797477668897
CHEMBL575879,COC(=O)[C@@H](NC(=O)[C@]12CCC(C)(C)C[C@@H]1C1=CC[C@@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(C)C,IC50,37000.0,4.43,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,37000.0,4.431798275933005
CHEMBL487887,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,IC50,37500.0,4.43,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,37500.0,4.425968732272281
CHEMBL576008,CC(C)[C@H](NC(=O)[C@]12CCC(C)(C)C[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)C=C(O)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,IC50,40500.0,4.39,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,40500.0,4.392544976785332
CHEMBL575831,COC(=O)[C@H](NC(=O)[C@]12CCC(C)(C)C[C@@H]1C1=CC[C@@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(C)C,IC50,41400.0,4.38,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,41400.0,4.382999658879101
CHEMBL575887,CC(C)[C@@H](NC(=O)[C@]12CCC(C)(C)C[C@@H]1C1=CC[C@@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,IC50,45200.0,4.34,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,45200.0,4.3448615651886175
CHEMBL575035,CC(C)[C@@H](NC(=O)[C@]12CCC(C)(C)C[C@@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,IC50,47300.0,4.33,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,47300.0,4.325138859262188
CHEMBL576007,CC(C)[C@@H](NC(=O)[C@]12CCC(C)(C)C[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)C=C(O)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,IC50,49700.0,4.3,CHEMBL1049238,Inhibition of HIV1 protease,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,49700.0,4.303643611266668
